city,station,lat,long,datasource,obs.period,date,pollutant,concentration,unit
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-12,PM2.5,11.16339786,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-13,PM2.5,11.30735075,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-14,PM2.5,15.07414083,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-15,PM2.5,9.611914592,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-16,PM2.5,9.435128596,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-17,PM2.5,9.571063965,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-18,PM2.5,7.730506313,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-19,PM2.5,9.201090084,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-20,PM2.5,10.82020384,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-21,PM2.5,13.11990496,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-22,PM2.5,9.473528959,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-23,PM2.5,11.65040837,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-24,PM2.5,8.473198671,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-25,PM2.5,10.96011353,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-26,PM2.5,20.84728834,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-27,PM2.5,10.40666314,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-28,PM2.5,17.65466643,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-29,PM2.5,13.5331426,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-09-30,PM2.5,12.76830943,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-01,PM2.5,25.37002268,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-02,PM2.5,24.53212312,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-03,PM2.5,12.49237751,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-04,PM2.5,13.69301729,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-05,PM2.5,9.798948148,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-06,PM2.5,11.98009261,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-07,PM2.5,9.145710907,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-08,PM2.5,17.38390072,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-09,PM2.5,20.14139284,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-10,PM2.5,14.99398023,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-11,PM2.5,20.72840097,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-16,PM2.5,35.67631637,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-17,PM2.5,14.23539554,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-18,PM2.5,14.62473971,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-19,PM2.5,29.5836917,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-20,PM2.5,25.15026264,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-21,PM2.5,18.18803763,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-22,PM2.5,18.89845898,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-23,PM2.5,15.4366718,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-24,PM2.5,20.34978992,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-25,PM2.5,31.15864706,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-26,PM2.5,34.16169119,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-27,PM2.5,39.56430509,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-28,PM2.5,22.7576897,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-29,PM2.5,12.85335121,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-30,PM2.5,12.17408606,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-10-31,PM2.5,16.63497287,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-01,PM2.5,15.21054758,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-02,PM2.5,15.89616846,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-03,PM2.5,26.24135381,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-04,PM2.5,18.52872573,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-05,PM2.5,17.75545228,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-06,PM2.5,15.6457885,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-07,PM2.5,16.24168647,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-08,PM2.5,31.69381556,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-09,PM2.5,34.69100134,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-10,PM2.5,32.87097846,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-11,PM2.5,21.08775743,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-12,PM2.5,17.94489926,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-13,PM2.5,16.37919628,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-14,PM2.5,18.10403729,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-15,PM2.5,16.84251855,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-16,PM2.5,15.13852431,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-17,PM2.5,12.60880037,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-21,PM2.5,21.6372778,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-22,PM2.5,27.38552799,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-23,PM2.5,11.84337607,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-24,PM2.5,15.83819459,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-25,PM2.5,24.06707344,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-26,PM2.5,11.42492298,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-27,PM2.5,9.439607998,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-28,PM2.5,4.639716168,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-29,PM2.5,8.376603923,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-11-30,PM2.5,4.37371688,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-01,PM2.5,5.206424993,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-02,PM2.5,12.28864544,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-03,PM2.5,8.349813683,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-04,PM2.5,10.05234928,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-05,PM2.5,11.01696691,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-06,PM2.5,6.898104451,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-07,PM2.5,12.06598743,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-08,PM2.5,9.54520737,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-09,PM2.5,10.64342499,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-10,PM2.5,13.94384492,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-11,PM2.5,14.54317847,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-12,PM2.5,16.76915989,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-13,PM2.5,15.08648725,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-14,PM2.5,19.14196222,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-15,PM2.5,14.58220496,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-16,PM2.5,17.49036694,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-17,PM2.5,11.55326051,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-18,PM2.5,11.18904281,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-19,PM2.5,14.48964543,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-20,PM2.5,35.17324831,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-28,PM2.5,114.06966,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-29,PM2.5,14.62134232,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-30,PM2.5,9.798650414,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2020-12-31,PM2.5,7.915934232,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-01,PM2.5,7.755408052,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-02,PM2.5,6.23589921,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-03,PM2.5,8.582666648,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-04,PM2.5,10.19335411,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-05,PM2.5,10.49924813,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-06,PM2.5,9.617311205,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-07,PM2.5,10.67308298,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-08,PM2.5,17.31892716,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-09,PM2.5,14.19873381,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-10,PM2.5,17.82522666,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-11,PM2.5,19.75212377,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-12,PM2.5,15.484395,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-13,PM2.5,15.56122873,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-14,PM2.5,29.58475714,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-15,PM2.5,25.79990252,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-16,PM2.5,15.01516749,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-17,PM2.5,21.97204278,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-18,PM2.5,35.60392188,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-19,PM2.5,26.99552445,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-20,PM2.5,20.55157839,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-21,PM2.5,17.49095229,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-22,PM2.5,13.96192746,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-23,PM2.5,12.82999149,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-24,PM2.5,11.3176778,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-25,PM2.5,11.69556005,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-26,PM2.5,12.03259144,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-27,PM2.5,11.07859885,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-28,PM2.5,15.84199267,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-29,PM2.5,17.46941739,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-30,PM2.5,19.82630629,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-01-31,PM2.5,17.34547435,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-01,PM2.5,13.315892,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-02,PM2.5,17.18741512,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-03,PM2.5,22.07262696,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-04,PM2.5,23.92473547,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-05,PM2.5,16.54901842,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-06,PM2.5,9.126261064,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-07,PM2.5,16.03298139,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-08,PM2.5,16.57975495,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-09,PM2.5,25.98892419,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-10,PM2.5,11.97941203,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-11,PM2.5,11.51638084,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-12,PM2.5,14.29636141,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-13,PM2.5,18.17117948,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-14,PM2.5,24.71530661,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-15,PM2.5,49.23318797,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-16,PM2.5,168.5111903,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-17,PM2.5,126.3339901,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-18,PM2.5,62.89960469,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-19,PM2.5,40.07666281,ug/m3
Dakar,Diamdiadio,14.7452,-17.5262,Openmap,2020-02-23 ~ 2021-02-22,2021-02-20,PM2.5,81.17561131,ug/m3
