"station","city","datasource","pollutant","unit","concentration","date","station_area","lat","long","obs.period"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",17.0892083333333,"2019-12-26","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",35.9435416666667,"2020-12-26","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",27.1594583333333,"2020-01-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",14.3631666666667,"2021-01-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",51.1927083333333,"2020-02-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",30.5595833333333,"2021-02-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",22.6540833333333,"2020-03-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",39.53775,"2021-03-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.0475,"2019-04-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",8.66041666666667,"2020-04-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",88.8515,"2019-05-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",32.264875,"2020-05-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",36.04725,"2019-06-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",34.4840869565217,"2020-06-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",93.413375,"2019-07-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",54.0344545454545,"2020-07-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",73.33725,"2019-08-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",56.860125,"2020-08-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",55.6565833333333,"2019-09-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",18.228347826087,"2020-09-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",37.6539166666667,"2019-10-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",32.093625,"2019-11-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",38.4506666666667,"2020-11-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",18.9740416666667,"2019-12-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",41.0923333333333,"2020-12-27","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",27.9035,"2020-01-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.0417916666667,"2021-01-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",42.5949583333333,"2020-02-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",23.1694583333333,"2021-02-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",15.1082083333333,"2020-03-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.1009166666667,"2021-03-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",21.3282916666667,"2019-04-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",9.61333333333333,"2020-04-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",88.9257272727273,"2019-05-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",44.7963333333333,"2020-05-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",44.023,"2019-06-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.61725,"2020-06-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",83.2921818181818,"2019-07-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",37.0192916666667,"2020-07-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",65.3000434782609,"2019-08-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",49.2335,"2020-08-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",54.3254166666667,"2019-09-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",24.5682916666667,"2020-09-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",40.16075,"2019-10-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",36.5333333333333,"2019-11-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",24.766625,"2020-11-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",20.2540416666667,"2019-12-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",47.2035833333333,"2020-12-28","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",38.191125,"2020-01-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",30.2880416666667,"2021-01-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",17.8383333333333,"2020-02-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",17.2191666666667,"2020-03-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",25.5507916666667,"2021-03-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",36.3734166666667,"2019-04-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",17.35875,"2020-04-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",80.79825,"2019-05-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",51.0613913043478,"2020-05-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",51.8588095238095,"2019-06-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",38.203,"2020-06-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",84.085,"2019-07-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",51.6648333333333,"2020-07-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",61.1073333333333,"2019-08-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",39.9257916666667,"2020-08-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",44.124125,"2019-09-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",45.5050833333333,"2020-09-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",40.4225833333333,"2019-10-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",35.4112916666667,"2019-11-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",38.5579583333333,"2020-11-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",14.4480833333333,"2019-12-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",34.5969166666667,"2020-12-29","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",17.16225,"2020-01-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",16.0224166666667,"2021-01-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",30.4675416666667,"2019-10-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",28.2530416666667,"2020-10-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",31.8244583333333,"2019-11-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",31.5070869565217,"2019-12-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",25.5644166666667,"2020-12-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.4772083333333,"2020-02-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",21.9211666666667,"2021-02-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",39.8786666666667,"2020-03-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",63.872380952381,"2021-03-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",18.6163333333333,"2019-04-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",15.5290833333333,"2020-04-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",57.3349583333333,"2019-05-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",22.5657916666667,"2020-05-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",66.0912608695652,"2019-06-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",64.3950909090909,"2020-06-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",48.0842777777778,"2019-07-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",50.35795,"2020-07-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",58.7488333333333,"2019-08-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",41.8426666666667,"2020-08-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",62.53675,"2019-09-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",24.1634210526316,"2020-09-03","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",42.355125,"2020-01-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",22.5557083333333,"2021-01-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",18.7085,"2020-03-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",39.5822916666667,"2021-03-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",48.35675,"2019-04-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",20.1890416666667,"2020-04-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",63.3292272727273,"2019-05-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",43.2885,"2020-05-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",54.5972083333333,"2019-06-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",46.47605,"2020-06-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",79.1112727272727,"2019-07-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",65.2822631578947,"2020-07-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",61.2485416666667,"2019-08-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",23.9302083333333,"2020-08-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",57.83025,"2019-09-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",29.9598333333333,"2020-09-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",42.8028333333333,"2019-10-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",28.8413333333333,"2019-11-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",31.17375,"2020-11-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",28.29725,"2019-12-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",59.1803913043478,"2020-12-30","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",22.571,"2020-01-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.8800869565217,"2021-01-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",24.2921666666667,"2020-03-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",53.020375,"2021-03-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",73.0442,"2019-05-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",44.0745,"2020-05-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",64.0871666666667,"2019-07-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",68.1067058823529,"2020-07-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",45.5102083333333,"2019-08-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",41.9603333333333,"2020-08-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",39.0397916666667,"2019-10-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",26.781,"2019-12-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",22.41325,"2020-12-31","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",19.9996666666667,"2020-01-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",29.5385416666667,"2021-01-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",38.8555,"2019-10-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",35.7400416666667,"2020-10-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",31.721375,"2019-11-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",10.872375,"2019-12-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",37.8304166666667,"2020-12-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",34.7285833333333,"2020-02-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",42.4134583333333,"2021-02-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",25.06325,"2020-03-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",60.7702727272727,"2021-03-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",19.8275833333333,"2019-04-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",12.60775,"2020-04-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",58.3050833333333,"2019-05-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",24.02425,"2020-05-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",59.3694583333333,"2019-06-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",60.88615,"2020-06-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",85.1137083333333,"2019-07-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",67.1251,"2020-07-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",53.041125,"2019-08-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",53.0148260869565,"2020-08-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",53.0501666666667,"2019-09-04","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",12.4790416666667,"2020-01-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",32.6374166666667,"2021-01-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",42.57725,"2019-10-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",31.843875,"2020-10-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",33.5595,"2019-11-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
"Bedfordview","Ekurhuleni","SAAQIS","PM10","ug/m3",7.8755,"2019-12-05","Traffic - Roadside",-26.178666,28.13314,"2019-04-03 ~ 2021-03-31"
