"station","city","datasource","pollutant","unit","date","lat","long","obs.period","concentration","station_area"
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.0416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",11,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.4,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.0769230769231,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.0869565217391,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.625,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.6363636363636,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.8947368421053,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.9333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.3571428571429,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",14.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.9,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-24,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",27.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",28,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.9090909090909,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",29,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-25,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",34.0869565217391,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",31.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-26,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",21,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.4,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.8636363636364,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-27,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.3157894736842,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",9,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-28,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.7142857142857,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.1363636363636,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-29,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",9.33333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.2941176470588,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.9130434782609,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-30,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-03-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-03-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-03-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-03-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-03-31,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.4782608695652,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2021-04-01,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.625,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.5384615384615,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-02,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.7083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-03,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.4090909090909,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.8333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",14,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-04,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.0416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",46.4117647058824,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",13,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-05,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",16.4583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.3125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.0666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-06,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.7083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.3913043478261,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",73.95,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-07,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.2380952380952,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",40.3478260869565,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-08,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.7692307692308,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",14.7692307692308,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-09,9.058498,38.761642,"2016/08/18 - 2021/03/31",14.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.0833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-10,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.3478260869565,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.9411764705882,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.2631578947368,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",14.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-11,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.5,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.8095238095238,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.6666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-12,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.5416666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",19.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.1904761904762,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.875,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-13,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.9583333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",24,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",12.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-14,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.625,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.8888888888889,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",14,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-15,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.125,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",26.5555555555556,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.6315789473684,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-16,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.375,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.2916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.3809523809524,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.75,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-17,9.058498,38.761642,"2016/08/18 - 2021/03/31",11.7083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",23.5833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",21.1666666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",13.1304347826087,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-18,9.058498,38.761642,"2016/08/18 - 2021/03/31",33.0833333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.9333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.2,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.4,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-19,9.058498,38.761642,"2016/08/18 - 2021/03/31",32.7916666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",21,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",18.0952380952381,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-20,9.058498,38.761642,"2016/08/18 - 2021/03/31",24.4166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",15.9166666666667,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.5217391304348,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-21,9.058498,38.761642,"2016/08/18 - 2021/03/31",28.625,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",17.3181818181818,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",11,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2019-04-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",22.3333333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2020-04-22,9.058498,38.761642,"2016/08/18 - 2021/03/31",25.2083333333333,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2017-04-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",20.25,NA
"US Diplomatic Post: Addis Ababa Central","Addis Ababa","OpenAQ","PM2.5","ug/m3",2018-04-23,9.058498,38.761642,"2016/08/18 - 2021/03/31",8.10526315789474,NA
