city,station,lat,long,obs.period,date,pollutant,concentration,unit,datasource,station_area
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-01,PM10,29.542051282051283,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-02,PM10,29.368167701863353,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-03,PM10,28.433024118738405,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-04,PM10,28.71164383561644,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-05,PM10,30.100911854103344,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-06,PM10,31.084839650145774,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-07,PM10,23.055042016806723,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-07,PM10,16.583458646616542,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-08,PM10,13.905923836389281,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-09,PM10,15.937853949329359,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-10,PM10,19.324786324786324,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-11,PM10,10.007082152974505,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-12,PM10,11.012981455064194,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-13,PM10,9.352631578947369,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-20,PM2.5,28.024014336917563,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-21,PM2.5,27.058933333333332,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-22,PM2.5,30.502588996763755,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-23,PM2.5,34.55385906040269,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-24,PM2.5,32.737989778534924,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-25,PM2.5,31.116,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-26,PM2.5,29.434875444839857,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-27,PM2.5,25.590368852459015,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-28,PM2.5,26.70029498525074,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-29,PM2.5,30.524649859943978,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-30,PM2.5,32.96686746987952,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-01-31,PM2.5,22.884130982367758,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-01,PM2.5,23.504102564102563,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-02,PM2.5,23.125155279503105,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-03,PM2.5,21.72003710575139,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-04,PM2.5,21.541095890410958,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-05,PM2.5,22.81550151975684,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-06,PM2.5,24.0865889212828,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-02-07,PM2.5,18.09327731092437,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-07,PM2.5,11.859774436090225,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-08,PM2.5,10.07672778561354,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-09,PM2.5,12.317287630402385,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-10,PM2.5,14.832136752136751,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-11,PM2.5,7.885552407932011,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-12,PM2.5,8.80114122681883,ug/m3,OpenAQ,NA
Abidjan,UFHB,5.3494,-3.9772,2021-01-20 ~ 2021-04-13,2021-04-13,PM2.5,7.404615384615385,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-15,PM2.5,22,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-16,PM2.5,19.541666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-17,PM2.5,21.541666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-18,PM2.5,30.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-19,PM2.5,27.75,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-20,PM2.5,24.458333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-21,PM2.5,23.041666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-22,PM2.5,22.333333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-23,PM2.5,15.428571428571429,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-24,PM2.5,10.916666666666666,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-25,PM2.5,8.333333333333334,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-26,PM2.5,7.208333333333333,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-27,PM2.5,7.375,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-28,PM2.5,7.666666666666667,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-29,PM2.5,5.625,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-30,PM2.5,7.166666666666667,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-03-31,PM2.5,4.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-01,PM2.5,17.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-07,PM2.5,18,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-08,PM2.5,16.166666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-09,PM2.5,20.833333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-10,PM2.5,25.5,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-11,PM2.5,33.416666666666664,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-12,PM2.5,25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-13,PM2.5,15.583333333333334,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-14,PM2.5,23.708333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-15,PM2.5,28.958333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-16,PM2.5,29.125,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-17,PM2.5,23.958333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-18,PM2.5,21.375,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-19,PM2.5,21.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-20,PM2.5,18.38095238095238,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-21,PM2.5,21.434782608695652,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-22,PM2.5,22.47826086956522,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-23,PM2.5,35.6,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-24,PM2.5,22.733333333333334,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-25,PM2.5,21.347826086956523,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-26,PM2.5,12.857142857142858,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-28,PM2.5,17.27777777777778,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-29,PM2.5,11.733333333333333,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-04-30,PM2.5,11.5,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-01,PM2.5,13.6,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-02,PM2.5,16.2,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-03,PM2.5,16.15,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-04,PM2.5,20.083333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-05,PM2.5,19.692307692307693,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-06,PM2.5,20.666666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-07,PM2.5,19.428571428571427,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-08,PM2.5,26.42105263157895,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-09,PM2.5,17.95,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-10,PM2.5,15.736842105263158,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-11,PM2.5,20.4,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-12,PM2.5,22.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-13,PM2.5,15.833333333333334,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-14,PM2.5,13.23076923076923,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-15,PM2.5,16.545454545454547,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-16,PM2.5,18.77777777777778,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-17,PM2.5,18.789473684210527,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-18,PM2.5,15.210526315789474,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-19,PM2.5,17.27777777777778,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-20,PM2.5,20.263157894736842,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-21,PM2.5,22,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-22,PM2.5,17.6,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-23,PM2.5,15.947368421052632,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-24,PM2.5,17.863636363636363,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-25,PM2.5,22.736842105263158,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-26,PM2.5,22.09090909090909,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-27,PM2.5,27,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-28,PM2.5,26.31578947368421,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-29,PM2.5,19.095238095238095,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-30,PM2.5,13,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-05-31,PM2.5,19.105263157894736,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-01,PM2.5,21.235294117647058,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-02,PM2.5,20.095238095238095,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-03,PM2.5,18.615384615384617,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-04,PM2.5,21.65,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-05,PM2.5,15.705882352941176,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-06,PM2.5,18.727272727272727,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-07,PM2.5,23.35,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-08,PM2.5,27.636363636363637,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-09,PM2.5,21.68421052631579,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-10,PM2.5,21.88235294117647,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-11,PM2.5,26,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-12,PM2.5,17.38888888888889,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-13,PM2.5,21.46153846153846,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-14,PM2.5,26.05263157894737,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-15,PM2.5,26.5,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-16,PM2.5,25.357142857142858,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-17,PM2.5,19.444444444444443,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-18,PM2.5,23.9375,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-19,PM2.5,25.625,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-20,PM2.5,29.59090909090909,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-21,PM2.5,16.88235294117647,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-22,PM2.5,20.916666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-23,PM2.5,41.95238095238095,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-24,PM2.5,27.15,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-25,PM2.5,28.19047619047619,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-26,PM2.5,26.75,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-27,PM2.5,17.25,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-28,PM2.5,18.90909090909091,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-29,PM2.5,19.444444444444443,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-06-30,PM2.5,24.294117647058822,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-01,PM2.5,24.11111111111111,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-08,PM2.5,25.55,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-09,PM2.5,28.63157894736842,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-10,PM2.5,28.541666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-11,PM2.5,31.76923076923077,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-13,PM2.5,24.952380952380953,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-16,PM2.5,14.894736842105264,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-17,PM2.5,16.125,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-18,PM2.5,17.875,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-19,PM2.5,13.791666666666666,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-20,PM2.5,17.416666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-21,PM2.5,19.291666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-22,PM2.5,24.565217391304348,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-23,PM2.5,27,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-24,PM2.5,23.083333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-25,PM2.5,22.916666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-26,PM2.5,23.916666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-27,PM2.5,26.208333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-28,PM2.5,23.458333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-29,PM2.5,21.416666666666668,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-30,PM2.5,22.083333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-07-31,PM2.5,20.083333333333332,ug/m3,OpenAQ,NA
Abidjan,US Diplomatic Post: Abidjan,5.335049,-3.976023,2020-03-15 ~ 2021-03-31,2020-08-01,PM2.5,19.708333333333332,ug/m3,OpenAQ,NA
