"station","city","datasource","pollutant","unit","date","lat","long","station_area","concentration","obs.period"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-01",-33.955861,18.513111,"Urban",4.49429411764706,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-02",-33.955861,18.513111,"Urban",5.74629166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-03",-33.955861,18.513111,"Urban",5.96904166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-04",-33.955861,18.513111,"Urban",6.26513333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-06",-33.955861,18.513111,"Urban",1.39157142857143,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-07",-33.955861,18.513111,"Urban",1.82511111111111,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-08",-33.955861,18.513111,"Urban",3.07345454545455,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-10",-33.955861,18.513111,"Urban",1.13008333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-11",-33.955861,18.513111,"Urban",0.800380952380952,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-12",-33.955861,18.513111,"Urban",7.3539,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-13",-33.955861,18.513111,"Urban",7.7934,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-14",-33.955861,18.513111,"Urban",2.77452631578947,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-15",-33.955861,18.513111,"Urban",8.283,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-16",-33.955861,18.513111,"Urban",4.11917391304348,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-17",-33.955861,18.513111,"Urban",4.34541666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-18",-33.955861,18.513111,"Urban",6.14184615384615,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-19",-33.955861,18.513111,"Urban",3.39561111111111,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-05-20",-33.955861,18.513111,"Urban",2.41933333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-12",-33.955861,18.513111,"Urban",8.54569230769231,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-13",-33.955861,18.513111,"Urban",10.8814583333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-14",-33.955861,18.513111,"Urban",11.6899583333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-15",-33.955861,18.513111,"Urban",10.8672083333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-16",-33.955861,18.513111,"Urban",9.93591666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-17",-33.955861,18.513111,"Urban",9.87708333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-18",-33.955861,18.513111,"Urban",14.031625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-19",-33.955861,18.513111,"Urban",10.9164583333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-20",-33.955861,18.513111,"Urban",10.1698333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-21",-33.955861,18.513111,"Urban",11.3461666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-22",-33.955861,18.513111,"Urban",10.6712916666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-23",-33.955861,18.513111,"Urban",11.040625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-24",-33.955861,18.513111,"Urban",12.2440833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-25",-33.955861,18.513111,"Urban",10.9848333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-26",-33.955861,18.513111,"Urban",11.086875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-27",-33.955861,18.513111,"Urban",10.3434166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-28",-33.955861,18.513111,"Urban",11.3733333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-29",-33.955861,18.513111,"Urban",10.894125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-30",-33.955861,18.513111,"Urban",9.745,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2015-08-31",-33.955861,18.513111,"Urban",10.0824166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-01",-33.955861,18.513111,"Urban",1.66282352941176,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-04",-33.955861,18.513111,"Urban",4.98557142857143,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-05",-33.955861,18.513111,"Urban",3.53905,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-06",-33.955861,18.513111,"Urban",4.32208333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-07",-33.955861,18.513111,"Urban",2.20633333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-08",-33.955861,18.513111,"Urban",3.07614285714286,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-09",-33.955861,18.513111,"Urban",2.23252173913043,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-10",-33.955861,18.513111,"Urban",2.78328571428571,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-11",-33.955861,18.513111,"Urban",3.4842,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-12",-33.955861,18.513111,"Urban",4.5099,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-13",-33.955861,18.513111,"Urban",2.53853846153846,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-14",-33.955861,18.513111,"Urban",1.956875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-15",-33.955861,18.513111,"Urban",1.85483333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-16",-33.955861,18.513111,"Urban",1.07747826086957,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-17",-33.955861,18.513111,"Urban",1.704125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-18",-33.955861,18.513111,"Urban",3.1875625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-19",-33.955861,18.513111,"Urban",1.28615789473684,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-20",-33.955861,18.513111,"Urban",1.26475,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-22",-33.955861,18.513111,"Urban",1.0167,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-23",-33.955861,18.513111,"Urban",0.90952380952381,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-24",-33.955861,18.513111,"Urban",3.88711111111111,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-25",-33.955861,18.513111,"Urban",2.8966,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-26",-33.955861,18.513111,"Urban",2.20733333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-27",-33.955861,18.513111,"Urban",2.6958125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-28",-33.955861,18.513111,"Urban",3.32765,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-29",-33.955861,18.513111,"Urban",1.72173913043478,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-09-30",-33.955861,18.513111,"Urban",1.47841666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-01",-33.955861,18.513111,"Urban",1.890375,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-02",-33.955861,18.513111,"Urban",3.9946875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-03",-33.955861,18.513111,"Urban",3.495,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-04",-33.955861,18.513111,"Urban",1.70326086956522,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-05",-33.955861,18.513111,"Urban",4.0180625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-06",-33.955861,18.513111,"Urban",4.0675,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-07",-33.955861,18.513111,"Urban",2.6374347826087,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-08",-33.955861,18.513111,"Urban",1.943125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-09",-33.955861,18.513111,"Urban",1.69304166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-10",-33.955861,18.513111,"Urban",2.5825,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-11",-33.955861,18.513111,"Urban",4.197625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-12",-33.955861,18.513111,"Urban",1.736125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-13",-33.955861,18.513111,"Urban",2.897875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-14",-33.955861,18.513111,"Urban",4.65082352941177,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-15",-33.955861,18.513111,"Urban",2.73416666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-16",-33.955861,18.513111,"Urban",3.54920833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-17",-33.955861,18.513111,"Urban",2.932,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-18",-33.955861,18.513111,"Urban",4.71811111111111,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-19",-33.955861,18.513111,"Urban",3.01445833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-20",-33.955861,18.513111,"Urban",3.85241176470588,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-21",-33.955861,18.513111,"Urban",3.29421052631579,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-22",-33.955861,18.513111,"Urban",1.56933333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-23",-33.955861,18.513111,"Urban",2.96352380952381,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-24",-33.955861,18.513111,"Urban",3.54091666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-25",-33.955861,18.513111,"Urban",2.95766666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-26",-33.955861,18.513111,"Urban",1.34283333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-27",-33.955861,18.513111,"Urban",1.62816666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-28",-33.955861,18.513111,"Urban",1.68095833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-29",-33.955861,18.513111,"Urban",1.89033333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-30",-33.955861,18.513111,"Urban",2.45454166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-10-31",-33.955861,18.513111,"Urban",4.78528571428571,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-01",-33.955861,18.513111,"Urban",3.17973684210526,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-02",-33.955861,18.513111,"Urban",4.12253333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-15",-33.955861,18.513111,"Urban",1.23309090909091,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-16",-33.955861,18.513111,"Urban",1.21722727272727,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-17",-33.955861,18.513111,"Urban",2.062875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-18",-33.955861,18.513111,"Urban",2.35641666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-19",-33.955861,18.513111,"Urban",2.90591666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-20",-33.955861,18.513111,"Urban",3.24520833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-21",-33.955861,18.513111,"Urban",2.67133333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-22",-33.955861,18.513111,"Urban",1.92995652173913,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-23",-33.955861,18.513111,"Urban",3.49415,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-24",-33.955861,18.513111,"Urban",2.12270833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-25",-33.955861,18.513111,"Urban",2.21839130434783,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-26",-33.955861,18.513111,"Urban",1.8995,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-27",-33.955861,18.513111,"Urban",2.34783333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-28",-33.955861,18.513111,"Urban",2.45173913043478,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-29",-33.955861,18.513111,"Urban",2.52354166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-11-30",-33.955861,18.513111,"Urban",2.83745833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-01",-33.955861,18.513111,"Urban",2.532125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-05",-33.955861,18.513111,"Urban",2.79416666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-06",-33.955861,18.513111,"Urban",3.08095833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-07",-33.955861,18.513111,"Urban",3.49627272727273,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-08",-33.955861,18.513111,"Urban",3.64930434782609,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-09",-33.955861,18.513111,"Urban",2.35158333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-10",-33.955861,18.513111,"Urban",2.47178260869565,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-11",-33.955861,18.513111,"Urban",2.75804166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-12",-33.955861,18.513111,"Urban",2.57095833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-13",-33.955861,18.513111,"Urban",3.04145833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-14",-33.955861,18.513111,"Urban",2.54595833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-15",-33.955861,18.513111,"Urban",2.917375,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-16",-33.955861,18.513111,"Urban",2.7855,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-17",-33.955861,18.513111,"Urban",2.78279166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-18",-33.955861,18.513111,"Urban",2.3876,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-19",-33.955861,18.513111,"Urban",0.033,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-20",-33.955861,18.513111,"Urban",0.378277777777778,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-21",-33.955861,18.513111,"Urban",0.834,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-22",-33.955861,18.513111,"Urban",0.670130434782609,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-23",-33.955861,18.513111,"Urban",0.40604347826087,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-24",-33.955861,18.513111,"Urban",0.305217391304348,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-25",-33.955861,18.513111,"Urban",0.1126,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-26",-33.955861,18.513111,"Urban",0.257555555555556,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-27",-33.955861,18.513111,"Urban",0.353095238095238,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-28",-33.955861,18.513111,"Urban",0.396521739130435,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-29",-33.955861,18.513111,"Urban",0.848166666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-30",-33.955861,18.513111,"Urban",0.962045454545455,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2017-12-31",-33.955861,18.513111,"Urban",1.20816666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-01",-33.955861,18.513111,"Urban",0.432,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-02",-33.955861,18.513111,"Urban",0.255461538461538,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-03",-33.955861,18.513111,"Urban",0.424294117647059,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-04",-33.955861,18.513111,"Urban",0.422666666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-22",-33.955861,18.513111,"Urban",1.78433333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-23",-33.955861,18.513111,"Urban",1.64108333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-24",-33.955861,18.513111,"Urban",0.893416666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-25",-33.955861,18.513111,"Urban",0.776590909090909,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-26",-33.955861,18.513111,"Urban",1.08471428571429,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-27",-33.955861,18.513111,"Urban",0.734666666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-28",-33.955861,18.513111,"Urban",0.935083333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-29",-33.955861,18.513111,"Urban",2.220125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-01-30",-33.955861,18.513111,"Urban",1.581375,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-02",-33.955861,18.513111,"Urban",1.28916666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-03",-33.955861,18.513111,"Urban",1.065625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-04",-33.955861,18.513111,"Urban",1.115625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-05",-33.955861,18.513111,"Urban",2.211125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-06",-33.955861,18.513111,"Urban",1.86183333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-07",-33.955861,18.513111,"Urban",1.88220833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-08",-33.955861,18.513111,"Urban",2.78883333333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-09",-33.955861,18.513111,"Urban",2.33675,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-10",-33.955861,18.513111,"Urban",1.701,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-21",-33.955861,18.513111,"Urban",2.39,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-22",-33.955861,18.513111,"Urban",3.38261904761905,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-23",-33.955861,18.513111,"Urban",7.70315789473684,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-24",-33.955861,18.513111,"Urban",2.063625,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-25",-33.955861,18.513111,"Urban",1.23720833333333,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-26",-33.955861,18.513111,"Urban",3.494125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-27",-33.955861,18.513111,"Urban",2.161125,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-02-28",-33.955861,18.513111,"Urban",2.07659090909091,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-01",-33.955861,18.513111,"Urban",1.84579166666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-02",-33.955861,18.513111,"Urban",2.264375,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-03",-33.955861,18.513111,"Urban",2.302,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-04",-33.955861,18.513111,"Urban",2.219,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-05",-33.955861,18.513111,"Urban",2.26941666666667,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-06",-33.955861,18.513111,"Urban",2.2022,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-09",-33.955861,18.513111,"Urban",3.771875,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-10",-33.955861,18.513111,"Urban",7.82821052631579,"2015-05-01 ~ 2018-11-23"
"Athlone","Cape Town","SAAQIS","SO2","ppb","2018-03-11",-33.955861,18.513111,"Urban",6.35547826086956,"2015-05-01 ~ 2018-11-23"
